hospital_id,hospital_org_id,ein,name,name_cr,street_address,city,state,zip_code,fips_state_and_county_code,hospital_bed_count,chrch_affl_f,urban_location_f,children_hospital_f,memb_counc_teach_hosps_f,medicare_provider_number,county,hospital_bed_size,updated_dt
2812,753,453791176,Sanford Aberdeen Medical Center,Sanford Aberdeen Medical Center,3015 3rd Ave Se,Aberdeen,SD,57401,46013,48,N,N,N,N,430097,Brown County,<100 beds,"November 20, 2023"
2813,2216,460228038,Madison Regional Health System,Madison Regional Health System,323 Sw 10th St,Madison,SD,57042,46079,25,N,N,N,N,431300,Lake County,<100 beds,"November 20, 2023"
2814,2217,363317416,Faulkton Area Medical Center,Faulkton Area Medical Center,1300 Oak Street,Faulkton,SD,57438,46049,12,N,N,N,N,431301,Faulk County,<100 beds,"November 20, 2023"
2815,2218,460234354,Avera Gettysburg Hospital,Avera Gettysburg Hospital,606 East Garfield Street,Gettysburg,SD,57442,46107,10,Y,N,N,N,431302,Potter County,<100 beds,"November 20, 2023"
2816,2219,460400557,Douglas County Memorial Hospital,Douglas County Memorial Hospital,Highway 281 North,Armour,SD,57313,46043,11,N,N,N,Y,431305,Douglas County,<100 beds,"November 20, 2023"
2817,2220,460239781,Platte Health Center  Inc,Platte Health Center  Inc,601 E 7th Street,Platte,SD,57369,46023,17,N,N,N,Y,431306,Charles Mix County,<100 beds,"November 20, 2023"
2818,753,453791176,Sanford Medical Center Clear Lake,Sanford Medical Center Clear Lake,701 3rd Ave,Clear Lake,SD,57226,46039,10,N,N,N,N,431307,Deuel County,<100 beds,"November 20, 2023"
2819,2221,460246437,Eureka Community Health Services,Eureka Community Health Services,200 J Ave,Eureka,SD,57437,46089,4,N,N,N,N,431308,McPherson County,<100 beds,"November 20, 2023"
2820,2222,460219795,Community Memorial Hospital,Community Memorial Hospital,809 Jackson St,Burke,SD,57523,46053,16,N,N,N,N,431309,Gregory County,<100 beds,"November 20, 2023"
2821,754,460224743,Avera Flandreau Hospital,Avera Flandreau Hospital,214 North Prairie Ave,Flandreau,SD,57028,46101,18,N,N,N,N,431310,Moody County,<100 beds,"November 20, 2023"
2822,753,453791176,Sanford Hospital Webster,Sanford Hospital Webster,1401 W 1st Street,Webster,SD,57274,46037,25,N,N,N,Y,431311,Day County,<100 beds,"November 20, 2023"
2823,2223,460380552,Marshall County Healthcare Center,Marshall County Healthcare Center,413 9th Street,Britton,SD,57430,46091,20,N,N,N,N,431312,Marshall County,<100 beds,"November 20, 2023"
2824,2224,460232450,Freeman Regional Health Services,Freeman Regional Health Services,510 East 8th,Freeman,SD,57029,46067,25,N,N,N,Y,431313,Hutchinson County,<100 beds,"November 20, 2023"
2825,2225,432040599,Bennett County Hospital,Bennett County Hospital,102 Major Allen Street,Martin,SD,57551,46007,14,N,N,N,N,431314,Bennett County,<100 beds,"November 20, 2023"
2826,2226,460226283,Wagner Community Memorial Hospital,Wagner Community Memorial Hospital,513 Third Street,Wagner,SD,57380,46023,20,N,N,N,Y,431315,Charles Mix County,<100 beds,"November 20, 2023"
2827,2227,466015787,Landmann-Jungman Memorial Hospital,Landmann-Jungman Memorial Hospital,600 Billards Street,Scotland,SD,57059,46009,20,N,N,N,N,431317,Bon Homme County,<100 beds,"November 20, 2023"
2828,2228,460361016,Philip Health Services Inc,Philip Health Services Inc,503 W Pine Street,Philip,SD,57567,46055,18,N,N,N,N,431319,Haakon County,<100 beds,"November 20, 2023"
2829,2212,460360899,Monument Health Lead-Deadwood Hospit,Monument Health Lead-Deadwood Hospit,61 Charles Street,Deadwood,SD,57732,46081,18,N,N,N,N,431320,Lawrence County,<100 beds,"November 20, 2023"
2830,2212,460360899,Monument Health Sturgis Regional,Monument Health Sturgis Regional,949 Harmon,Sturgis,SD,57785,46093,25,N,Y,N,N,431321,Meade County,<100 beds,"November 20, 2023"
2831,2229,460450523,Fall River Hospital,Fall River Hospital,1201 Hwy 71 South,Hot Springs,SD,57747,46047,25,N,N,N,N,431322,Fall River County,<100 beds,"November 20, 2023"
2832,2212,460360899,Monument Health Custer Hospital,Monument Health Custer Hospital,1220 Montgomery Street,Custer,SD,57730,46033,11,N,Y,N,N,431323,Custer County,<100 beds,"November 20, 2023"
2833,2209,460224604,Avera Weskota Memorial Medical Cente,Avera Weskota Memorial Medical Cente,604 1st Street Ne,Wessington Springs,SD,57382,46073,16,N,N,N,N,431324,Jerauld County,<100 beds,"November 20, 2023"
2834,2230,460255944,Mobridge Regional Hospital,Mobridge Regional Hospital,140110th Ave West,Mobridge,SD,57601,46129,25,N,N,N,N,431325,Walworth County,<100 beds,"November 20, 2023"
2835,754,460224743,Milbank Area Hospital/Avera Health,Milbank Area Hospital/Avera Health,301 Flynn Drive,Milbank,SD,57252,46051,25,N,N,N,Y,431326,Grant County,<100 beds,"November 20, 2023"
2836,2231,460225414,St Michaels Hospital  Inc,St Michaels Hospital  Inc,410 West 16th Avenue,Tyndall,SD,57066,46009,25,N,N,N,Y,431327,Bon Homme County,<100 beds,"November 20, 2023"
2837,2232,460260288,Pioneer Memorial Hospital And Health,Pioneer Memorial Hospital And Health,315 North Washington Street,Viborg,SD,57070,46125,12,N,Y,N,N,431328,Turner County,<100 beds,"November 20, 2023"
2838,753,453791176,Sanford Chamberlain Medical Center,Sanford Chamberlain Medical Center,300 South Byron Boulevard,Chamberlain,SD,57325,46015,25,N,N,N,N,431329,Brule County,<100 beds,"November 20, 2023"
2839,2233,460226738,Avera St Benedict Health Center,Avera St Benedict Health Center,401 West Glynn Drive,Parkston,SD,57366,46067,25,N,N,N,N,431330,Hutchinson County,<100 beds,"November 20, 2023"
2840,754,460224743,Avera Dells Area Hospital,Avera Dells Area Hospital,909 North Iowa Avenue,Dell Rapids,SD,57022,46099,23,N,Y,N,N,431331,Minnehaha County,<100 beds,"November 20, 2023"
2841,2209,460224604,De Smet Memorial Hospital,De Smet Memorial Hospital,306 Prairie Ave Sw,De Smet,SD,57231,46077,6,N,N,N,N,431332,Kingsbury County,<100 beds,"November 20, 2023"
2842,753,453791176,Sanford Medical Center Canton,Sanford Medical Center Canton,440 North Hiawatha Drive,Canton,SD,57013,46083,11,N,Y,N,N,431333,Lincoln County,<100 beds,"November 20, 2023"
2843,2234,460274380,Winner Regional Healthcare Center,Winner Regional Healthcare Center,745 East 8th Street,Winner,SD,57580,46123,25,N,N,N,Y,431334,Tripp County,<100 beds,"November 20, 2023"
2844,2235,460345312,Huron Regional Medical Center,Huron Regional Medical Center,172 4th St Se,Huron,SD,57350,46005,25,N,N,N,Y,431335,Beadle County,<100 beds,"November 20, 2023"
2845,753,453791176,Sanford Medical Center Vermillion,Sanford Medical Center Vermillion,20 South Plum Street,Vermillion,SD,57069,46027,25,N,N,N,Y,431336,Clay County,<100 beds,"November 20, 2023"
2846,754,460224743,Avera Hand County Memorial Hospital,Avera Hand County Memorial Hospital,300 West 5th Street,Miller,SD,57362,46059,25,N,N,N,N,431337,Hand County,<100 beds,"November 20, 2023"
2847,754,460224743,Avera Gregory Hospital,Avera Gregory Hospital,400 Park Street,Gregory,SD,57533,46053,25,N,N,N,N,431338,Gregory County,<100 beds,"November 20, 2023"
2848,2236,460278210,Coteau Des Prairies,Coteau Des Prairies,205 Orchard Drive,Sisseton,SD,57262,46109,25,N,N,N,N,431339,Roberts County,<100 beds,"November 20, 2023"
2849,2237,460233030,Lifescape,Lifescape,2501 W 26th Street,Sioux Falls,SD,57105,46099,18,N,Y,Y,N,433300,Minnehaha County,<100 beds,"November 20, 2023"
2850,2239,620476282,Unicoi County Hospital,Unicoi County Hospital,2030 Temple Hill Road,Erwin,TN,37650,47171,10,N,Y,N,Y,440001,Unicoi County,<100 beds,"November 20, 2023"
2851,2240,825388429,Unity Medical Center,Unity Medical Center,481 Interstate Drive,Manchester,TN,37555,47031,49,N,N,N,N,440007,Coffee County,<100 beds,"November 20, 2023"
2852,2241,620790132,Cumberland Medical Center,Cumberland Medical Center,421 South Main Street,Crossville,TN,38555,47035,189,N,N,N,Y,440009,Cumberland County,100-299 beds,"November 20, 2023"
2853,2242,626002623,Wayne Medical Center,Wayne Medical Center,103 J V Mangubat Dr,Waynesboro,TN,38485,47181,80,N,N,N,N,440010,Wayne County,<100 beds,"November 20, 2023"
2854,2243,621636465,Bristol Regional Medical Center,Bristol Regional Medical Center,1 Medical Park Blvd,Bristol,TN,37620,47163,282,N,Y,N,Y,440012,Sullivan County,100-299 beds,"November 20, 2023"
2855,2244,311626179,University Of Tennessee Medical Cent,University Of Tennessee Medical Cent,1924 Alcoa Highway,Knoxville,TN,37920,47093,655,N,Y,N,Y,440015,Knox County,>299 beds,"November 20, 2023"
2856,2245,621166050,Baptist Mem Hospital Huntingdon,Baptist Mem Hospital Huntingdon,631 E B Wilson Drive,Huntingdon,TN,38344,47017,70,N,N,N,N,440016,Carroll County,<100 beds,"November 20, 2023"
2857,2243,621636465,Holston Valley Hosp & Med Ctr,Holston Valley Hosp & Med Ctr,130 W Ravine,Kingsport,TN,37662,47163,505,N,Y,N,Y,440017,Sullivan County,>299 beds,"November 20, 2023"
2858,2239,620476282,Sycamore Shoals Hospital,Sycamore Shoals Hospital,1501 W Elk Avenue,Elizabethton,TN,37643,47019,121,N,Y,N,N,440018,Carter County,100-299 beds,"November 20, 2023"
2859,2247,510603966,"Laughlin Memorial Hospital, Inc",,1420 Tusculum Blvd,Greeneville,TN,37745,47059,140,N,N,N,Y,440025,Greene County,100-299 beds,"November 20, 2023"
2860,2248,620545814,Morristown-Hamblen Hospital,Morristown-Hamblen Hospital,908 West Fourth North Street,Morristown,TN,37814,47063,167,N,Y,N,Y,440030,Hamblen County,100-299 beds,"November 20, 2023"
2861,2249,680673354,Roane County Medical Center,Roane County Medical Center,8045 Roane Medical Center Drive,Harriman,TN,37748,47145,105,N,Y,N,N,440031,Roane County,100-299 beds,"November 20, 2023"
2862,2250,621816368,Hawkins County Memorial Hospital,Hawkins County Memorial Hospital,851 Locust St,Rogersville,TN,37857,47073,50,N,Y,N,N,440032,Hawkins County,<100 beds,"November 20, 2023"
2863,2251,621817376,St Marys Medical Center Of Campbell County,St Mary S Medical Of Campbell County,923 East Central Avenue,La Follette,TN,37766,47013,67,Y,Y,N,N,440033,Campbell County,<100 beds,"November 20, 2023"
2864,2252,620636239,Methodist Medical Center,Methodist Medical Center,990 Oak Ridge Turnpike,Oak Ridge,TN,37830,47001,301,N,Y,N,N,440034,Anderson County,>299 beds,"November 20, 2023"
2865,2254,352528741,Vanderbilt University Medical Center,Vanderbilt University Medical Center,1211 Medical Center Drive,Nashville,TN,37232,47037,1091,N,Y,N,Y,440039,Davidson County,>299 beds,"November 20, 2023"
2866,2255,620123940,Baptist Mem Hospital Memphis,Baptist Mem Hospital Memphis,6019 Walnut Grove Road,Memphis,TN,38120,47157,927,N,Y,N,Y,440048,Shelby County,>299 beds,"November 20, 2023"
2867,2256,620479367,Methodist H/C Memphis Hospt,Methodist H/C Memphis Hospt,1265 Union Avenue,Memphis,TN,38104,47157,1593,Y,Y,N,Y,440049,Shelby County,>299 beds,"November 20, 2023"
2868,2247,510603966,Greeneville Community Hospital,Greeneville Community Hospital,401 Takoma Avenue,Greeneville,TN,37743,47059,140,N,N,N,Y,440050,Greene County,100-299 beds,"November 20, 2023"
2869,2257,620475842,Saint Thomas Rutherford Hospital,Saint Thomas Rutherford Hospital,1700 Medical Center Pkwy,Murfreesboro,TN,37129,47149,358,Y,Y,N,N,440053,Rutherford County,>299 beds,"November 20, 2023"
2870,2258,621660663,St Marys Jefferson Memorial Hospital,St Mary S Jefferson Memorial,110 Hospital Drive,Jefferson City,TN,37760,47089,58,N,Y,N,Y,440056,Jefferson County,<100 beds,"November 20, 2023"
2871,2259,464420358,Claiborne Medical Center,Claiborne Medical Center,1850 Old Knoxville Hwy,Tazewell,TN,37879,47025,85,N,N,N,N,440057,Claiborne County,<100 beds,"November 20, 2023"
2872,2239,620476282,Johnson City Medical Center,Johnson City Medical Center,400 N State Of Franklin Rd,Johnson City,TN,37604,47179,585,N,Y,N,Y,440063,Washington County,>299 beds,"November 20, 2023"
2873,2260,621046595,Northcrest Medical Center,Northcrest Medical Center,100 Northcrest Drive,Springfield,TN,37172,47147,109,N,Y,N,N,440065,Robertson County,100-299 beds,"November 20, 2023"
2874,2261,621114867,Leconte Medical Center,Leconte Medical Center,742 Middle Creek Road,Sevierville,TN,37862,47155,79,N,N,N,N,440081,Sevier County,<100 beds,"November 20, 2023"
2875,2262,620347580,Saint Thomas West Hospital,Saint Thomas West Hospital,4220 Harding Road,Nashville,TN,37202,47037,571,N,Y,N,Y,440082,Davidson County,>299 beds,"November 20, 2023"
2876,2263,620544855,Sweetwater Hospital Association,Sweetwater Hospital Association,304 Church Street,Sweetwater,TN,37874,47123,59,N,N,N,Y,440084,Monroe County,<100 beds,"November 20, 2023"
2877,2264,620532345,Memorial Health Care System Inc,Memorial Health Care System Inc,2525 De Sales Avenue,Chattanooga,TN,37404,47065,423,Y,Y,N,N,440091,Hamilton County,>299 beds,"November 20, 2023"
2878,2264,620532345,Chi Memorial Hospital Hixson,,2051 Hamill Road,Hixson,TN,37343,47065,83,N,Y,N,N,440103,Hamilton County,<100 beds,"November 20, 2023"
2879,2265,626002428,Hardin Medical Center,Hardin Medical Center,935 Wayne Road,Savannah,TN,38372,47071,58,N,N,N,N,440109,Hardin County,<100 beds,"November 20, 2023"
2880,2266,621373691,Fort Loudoun Medical Center,Fort Loudoun Medical Center,550 Fort Loudoun Medical Center Dr,Lenoir City,TN,37772,47105,50,N,Y,N,N,440110,Loudon County,<100 beds,"November 20, 2023"
2881,2267,620480068,Mercy Medical Center,Mercy Health System Inc,900 East Oak Hill Avenue,Knoxville,TN,37917,47093,473,N,Y,N,N,440120,Knox County,>299 beds,"November 20, 2023"
2882,2268,620528340,Fort Sanders Regional Medical Center,Fort Sanders Regional Medical Center,1901 Clinch Ave,Knoxville,TN,37916,47093,517,N,Y,N,N,440125,Knox County,>299 beds,"November 20, 2023"
2883,2269,621138045,Baptist Mem Hospital Union City,Baptist Mem Hospital Union City,1201 Bishop Street,Union City,TN,38261,47131,137,N,N,N,N,440130,Obion County,100-299 beds,"November 20, 2023"
2884,2270,621113167,Baptist Mem Hospital Tipton County,Baptist Mem Hospital Tipton County,1995 Highway 51 South,Covington,TN,38019,47167,100,Y,Y,N,Y,440131,Tipton County,100-299 beds,"November 20, 2023"
2885,2262,620347580,Saint Thomas Midtown Hospital,,2000 Church St,Nashville,TN,37236,47037,683,N,Y,N,Y,440133,Davidson County,>299 beds,"November 20, 2023"
2886,2254,352528741,Vanderbilt Bedford Hospital,Vanderbilt Bedford Hospital,2835 Hwy 231 N,Shelbyville,TN,37160,47003,104,N,N,N,N,440137,Bedford County,100-299 beds,"November 20, 2023"
2887,2254,352528741,Vanderbilt Tullahoma-Harton Hospital,Vanderbilt Tullahoma-Harton Hospital,1801 North Jackson Street,Tullahoma,TN,37388,47031,135,N,N,N,N,440144,Coffee County,100-299 beds,"November 20, 2023"
2888,2272,474063046,St Thomas Dekalb Hospital,St Thomas Dekalb Hospital,520 W Main,Smithville,TN,37166,47041,71,Y,N,N,Y,440148,DeKalb County,<100 beds,"November 20, 2023"
2889,2272,474063046,Ascension St Thomas River Park,Ascension St Thomas River Park,1559 Sparta Road,Mcminnville,TN,37110,47177,125,N,N,N,N,440151,Warren County,100-299 beds,"November 20, 2023"
2890,2273,621113169,Regional One Health,Regional One Health,877 Jefferson Avenue,Memphis,TN,38103,47157,631,N,Y,N,Y,440152,Shelby County,>299 beds,"November 20, 2023"
2891,2274,621133149,Baptist Hospital Of Cocke County,,435 2nd St,Newport,TN,37821,47029,74,Y,N,N,N,440153,Cocke County,<100 beds,"November 20, 2023"
2892,2275,620862334,Methodist H/C Fayette Hospt,Methodist H/C Fayette Hospt,214 Lakeview Drive,Somerville,TN,38068,47047,50,Y,Y,N,N,440168,Fayette County,<100 beds,"November 20, 2023"
2893,2256,620479367,Methodist Le Bonheur Germantown Hospital,,7691 Poplar Ave,Germantown,TN,38138,47157,120,N,Y,N,N,440170,Shelby County,100-299 beds,"November 20, 2023"
2894,2276,581897274,Parkwest Medical Center,Parkwest Medical Center,9352 Parkwest Blvd,Knoxville,TN,37923,47093,462,N,Y,N,N,440173,Knox County,>299 beds,"November 20, 2023"
2895,2239,620476282,Indian Path Community Hospital,Indian Path Community Hospital,2000 Brookside Drive,Kingsport,TN,37660,47163,239,N,Y,N,Y,440176,Sullivan County,100-299 beds,"November 20, 2023"
2896,2277,620924706,Jellico Community Hospital,Jellico Community Hospital,188 Hospital Lane,Jellico,TN,37762,47013,54,N,Y,N,N,440180,Campbell County,<100 beds,"November 20, 2023"
2897,2239,620476282,Franklin Woods Community Hospital,Franklin Woods Community Hospital,300 Medtech Parkway,Johnson City,TN,37604,47179,80,N,Y,N,N,440184,Washington County,<100 beds,"November 20, 2023"
2898,2272,474063046,Saint Thomas Highland Hospital,Saint Thomas Highland Hospital,401 Sewell Road,Sparta,TN,38583,47185,60,N,N,N,N,440192,White County,<100 beds,"November 20, 2023"
2899,2254,352528741,Vanderbilt Wilson County Hospital,Vanderbilt Wilson County Hospital,1411 Baddour Parkway,Lebanon,TN,37087,47189,250,N,Y,N,N,440193,Wilson County,100-299 beds,"November 20, 2023"
2900,2272,474063046,Saint Thomas Stones River Hospital,Saint Thomas Stones River Hospital,324 Doolittle Road,Woodbury,TN,37190,47015,55,N,Y,N,N,440200,Cannon County,<100 beds,"November 20, 2023"
2901,2255,620123940,Baptist Memorial Hospital-Collierville,,1500 West Poplar Avenue,Collierville,TN,38017,47157,61,N,Y,N,N,440217,Shelby County,<100 beds,"November 20, 2023"
2902,2278,581509251,The Center For Spinal Surgery,The Center For Spinal Surgery,2011 Murphy Avenue  Third Floor,Nashville,TN,37203,47037,23,N,Y,N,N,440218,Davidson County,<100 beds,"November 20, 2023"
2903,2255,620123940,Baptist Memorial Hospital For Women,,6225 Humphreys Boulevard,Memphis,TN,38120,47157,140,Y,Y,N,Y,440222,Shelby County,100-299 beds,"November 20, 2023"
2904,2267,620480068,Baptist Hospital West,,10820 Parkside Drive,Knoxville,TN,37934,47093,91,N,Y,N,N,440226,Knox County,<100 beds,"November 20, 2023"
2905,2279,581737573,St Thomas Hickman Hospital,St Thomas Hickman Hospital,135 East Swan St,Centerville,TN,37033,47081,25,N,Y,N,N,441300,Hickman County,<100 beds,"November 20, 2023"
2906,2280,261861676,Three Rivers Hospital,Three Rivers Hospital,452 Hwy 13 S,Waverly,TN,37185,47085,25,N,N,N,N,441303,Humphreys County,<100 beds,"November 20, 2023"
2907,2239,620476282,Johnson County Community Hospital,Johnson County Community Hospital,1901 South Shady Street,Mountain City,TN,37683,47091,2,N,N,N,Y,441304,Johnson County,<100 beds,"November 20, 2023"
2908,2281,620988604,Macon County General Hospital,Macon County General Hospital,204 Medical Drive,Lafayette,TN,37083,47111,25,N,Y,N,N,441305,Macon County,<100 beds,"November 20, 2023"
2909,2243,621636465,Hancock County Hospital,Hancock County Hospital,1519 Main St,Sneedville,TN,37869,47067,10,N,N,N,Y,441313,Hancock County,<100 beds,"November 20, 2023"
2910,2282,621088703,Baptist Memorial Hospital Lauderdale,,326 Asbury Avenue,Ripley,TN,38063,47097,25,N,N,N,N,441314,Lauderdale County,<100 beds,"November 20, 2023"
2911,2283,621448752,Copper Basin Medical Center,,Highway 68,Copperhill,TN,37317,47139,25,N,Y,N,N,441315,Polk County,<100 beds,"November 20, 2023"
2912,2284,261535503,St Mary S Medical Center Of Scott C,St Mary S Medical Center Of Scott C,18797 Alberta Street,Oneida,TN,37841,47151,25,N,N,N,Y,441317,Scott County,<100 beds,"November 20, 2023"
2913,2256,620479367,Le Bonheur Childrens Hospital,,848 Adams Ave,Memphis,TN,38103,47157,225,N,Y,Y,Y,443301,Shelby County,100-299 beds,"November 20, 2023"
2914,2285,620646012,St Jude Childrens Hosp,St Jude Childrens Hosp,262 Danny Thomas Pl,Memphis,TN,38105,47157,78,N,Y,Y,Y,443302,Shelby County,<100 beds,"November 20, 2023"
2915,2286,626002604,East Tennessee Childrens Hospital,East Tennessee Childrens Hospital,2018 Clinch Ave,Knoxville,TN,37916,47093,122,N,Y,Y,N,443303,Knox County,100-299 beds,"November 20, 2023"
